ASV	NTC	NTC	NTC	NTC	NTC	NTC	NTC	P2	D26	P27	P6	D6	V6	S6	V4	P9	S22	D2	P30A	V9	S13	S30A	D9	D13	V13	V23	V17	V16	D16	S17	P22	P17	D17	S9	P10	D22	S4	P5	P23	D23	V2	V5	V2_3	S2_2	D24	V24	S24	P26	S31	S27	S2	V27	S26	V10	V2_2	V30B	V78	V30A	P16	D30B	S10	D30A	S78	D31	P13	D4	D5	P76	D76	V76	S30B	P31	D78	S76	P78	P4	P2_2	P2_3	D2_2	D27	S23	P24	S2_3	V31	P30B	V26	V22	D10	S16	D2_3	S5
ASV463	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	708	0	0	0	0	131	0	0	0	0	1743	27	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV464	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	0	0	0	23	0	0	78	225	931	0	0	2	0	0	0	0	0	5	2	2	0	0	11	5	0	2	2	1	7	0	5	1	2	1	0	6	4	9	2	0	0	83	0	1	11	0	4	0	0	0	0	6	34	0	0	0	5	0	0	1	0	0	2	3	3	5	0	0	0	14	0	7	0
ASV465	0	0	0	0	0	0	0	0	0	0	0	1303	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	0	1	0	5	0	0	64	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	3	0	1	0	0	57	2	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5
ASV466	0	0	0	0	0	0	0	21	173	334	1	1	7	22	49	29	3	175	10	3	17	8	5	53	0	5	29	0	0	11	3	4	0	2	0	0	7	1	0	5	2	3	26	1	0	2	0	69	22	4	40	1	7	35	6	14	7	3	0	2	18	59	1	199	9	0	16	5	0	5	36	7	62	2	204	28	31	0	22	6	67	213	64	12	7	8	23	45	4	106	2
ASV467	0	0	0	0	0	0	0	0	8	0	2	2	0	8	0	0	5	27	0	0	37	17	6	0	0	0	0	0	9	36	0	0	15	0	0	1	1	0	0	31	8	5	53	8	0	1	120	1	7	0	33	2	248	2	11	0	0	0	2	0	46	6	32	14	0	0	0	5	5	3	9	0	116	298	0	0	0	1	26	0	123	0	93	0	0	0	0	27	88	21	0
ASV468	0	0	0	0	0	0	0	29	0	0	3	1	2	36	8	0	4	363	6	0	16	25	0	16	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	9	6	395	0	0	0	0	2	3	4	367	6	0	1	3	1	0	0	20	0	0	0	1	2	0	0	0	0	0	0	0	10	0	6	1	0	47	39	280	0	4	0	377	0	0	0	1	19	3	284	36
ASV469	0	0	0	0	0	0	0	0	17	0	0	0	2	5	0	3	3	30	1	0	36	20	7	0	0	0	0	0	9	22	0	0	18	1	0	0	0	1	4	17	10	5	50	5	0	3	111	0	9	0	38	2	229	2	4	0	1	0	5	2	31	1	32	6	0	0	0	14	6	2	9	0	142	301	1	0	1	3	36	0	117	0	79	0	0	0	0	21	79	26	0
ASV470	0	0	0	0	0	0	0	1	0	4	8	3	21	75	3	26	0	4	0	0	59	0	0	8	0	6	0	0	2	5	0	11	0	4	4	0	6	0	0	0	0	1	11	0	0	4	40	14	61	6	4	14	380	46	2	0	0	0	5	0	38	0	18	71	32	0	3	2	58	2	3	12	0	13	0	2	0	2	19	0	101	0	15	2	0	4	0	15	2	16	269
ASV471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV472	0	0	0	0	0	0	0	18	40	1	5	29	21	9	1	5	24	46	18	4	57	21	33	3	1	6	0	0	5	14	1	12	0	31	5	16	7	2	5	19	6	3	58	4	2	4	3	0	54	2	51	9	57	5	2	1	3	2	9	37	38	129	4	5	0	0	106	4	0	3	58	1	55	9	10	2	10	19	47	6	37	2	93	2	1	0	0	54	2	23	43
ASV473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	1056	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	8	18	0	0	188	0	0	0	0	0	0	0	0	0	0	137	0
ASV474	0	0	0	0	0	0	0	38	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	291	212	0	0	0	0	0	0	0	0	0	0	0	338	252	0	3	84	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	68	54	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV475	0	0	0	0	0	0	0	2	6	0	0	8	4	19	1	0	29	59	0	1	46	1	16	5	0	0	0	0	6	6	5	0	10	0	3	0	1	0	4	11	0	2	13	2	0	0	5	0	8	0	5	2	3	1	2	0	0	0	2	19	6	0	2	2	1	3	580	0	17	0	15	0	9	5	0	0	0	1	66	6	19	0	12	2	0	2	0	135	17	47	8
ASV476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	1	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV477	0	0	0	0	0	0	0	0	32	0	0	3	1	8	0	0	11	34	1	0	8	3	16	8	0	0	0	0	15	10	0	0	5	5	0	0	0	1	0	16	2	0	5	7	3	0	5	0	8	0	8	0	5	10	0	0	0	0	4	965	5	2	4	0	0	0	78	0	5	0	26	0	4	5	0	0	0	0	49	30	4	0	5	0	0	2	0	36	25	27	2
ASV478	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	25	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	40	0	0	36	0	0	4	2	1	54	0	0	0	44	0	0	1	38	1	0	0	0	0	0	0	0	0	136	3	3	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	15	0	10	0	45	0	0	0	0	0	2	12	891
ASV479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	2	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	2	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	636	0	103	0	0	12	0	0
ASV480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1352
ASV481	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	13	0	10	0	0	0	0	0	52	0	0	109	0	0	1	35	0	0	53	0	0	0	109	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	11	683	21	0	0	0	0	0	198	0	0	0	64	27	5	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
ASV482	0	0	0	0	0	0	0	3	0	5	6	2	20	72	7	19	0	9	0	0	35	0	0	4	0	4	0	0	0	15	0	4	0	5	5	0	5	0	0	0	1	1	15	0	0	2	49	11	86	1	6	20	341	41	0	0	0	0	3	1	38	0	11	81	23	0	3	0	44	0	6	8	0	18	0	0	2	5	19	0	94	0	17	3	0	5	0	22	7	11	286
ASV483	0	0	0	0	0	0	0	9	0	4	1	0	1	1	0	0	0	9	2	0	1	3	0	1	0	1	0	4	0	0	1	0	1	0	0	1	0	0	0	0	508	396	3	0	2	2	0	0	1	0	5	0	0	1	460	1	1	2	0	0	0	7	2	1	1	0	9	0	0	0	4	0	1	0	4	4	6	9	21	0	2	0	4	0	1	4	13	4	0	4	0
ASV484	0	0	0	0	0	0	0	0	44	0	0	6	0	12	1	0	11	29	0	0	18	5	26	7	0	1	0	0	20	15	1	0	8	3	0	1	0	0	1	19	1	1	4	2	0	2	9	0	13	0	9	2	8	19	1	0	1	0	6	861	1	5	6	0	0	1	78	0	3	3	23	3	4	6	0	2	1	0	56	26	7	0	11	0	0	1	0	45	18	25	0
ASV485	0	0	0	0	0	0	0	227	119	0	0	1	4	4	1	11	2	93	2	1	17	5	58	19	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	199	0	0	3	309	51	0	1	0	4	0	0	0	0	5	1	0	1	3	1	0	6	20	3	51	0	4	15	2	2	0	0	0	377	2	0	14	193	240	82	136	0	0	0	13	0	0	3	15	0	60	3
ASV486	0	0	0	0	0	0	0	0	5	0	0	0	0	3	1	0	0	0	0	0	13	4	0	46	0	0	0	0	0	1	0	0	1	0	0	1	254	0	0	2	0	0	11	0	0	0	1	0	5	0	9	0	0	0	0	0	0	0	0	0	18	203	136	0	0	0	46	0	16	0	0	0	0	574	0	0	0	0	0	5	7	0	11	0	0	0	0	0	17	0	5
ASV487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV488	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	44	5	0	0	0	0	3	0	0	0	0	0	12	0	1207	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV489	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	4	0	0	0	0	2	0	0	0	96	0	0	14	4	0	0	50	0	0	23	3	4	6	2	0	1	7	0	3	0	6	0	2	0	1	0	0	0	4	0	61	4	441	0	0	0	38	1	0	0	13	0	0	40	0	0	0	0	0	0	13	0	6	0	0	0	0	0	31	1	546
ASV490	0	0	0	0	0	0	0	1	10	0	1	5	0	16	1	0	20	50	0	2	31	9	26	11	0	0	0	0	8	5	0	0	10	5	2	3	3	0	2	7	1	2	16	1	0	0	1	0	9	1	7	4	4	3	3	0	0	0	4	14	14	1	2	4	1	1	615	2	11	0	6	2	3	4	0	1	1	2	70	4	13	0	6	2	1	0	0	146	9	40	12
ASV491	0	0	0	0	0	0	0	103	0	4	24	1	0	0	2	153	0	0	284	0	0	0	0	0	0	0	0	0	0	0	82	1	0	0	86	0	0	91	71	0	2	0	0	0	40	0	0	0	0	0	0	0	0	8	0	0	0	0	113	0	0	0	0	0	34	353	0	17	0	0	0	54	0	0	11	97	85	122	0	0	0	0	0	0	60	0	0	0	0	0	0
ASV492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1036	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	20	0	0	166	0	0	0	0	0	0	0	0	0	0	105	0
ASV493	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	44	0	0	0	12	1	2	33	0	0	0	0	0	0	0	0	3	26	0	1	194	0	0	0	1	2	9	0	0	0	5	0	0	0	6	0	19	0	0	0	0	0	0	0	547	0	0	0	0	8	0	0	41	0	72	0	0	242	0	0	0	0	0	0	28	0	9	0	0	0	0	6	37	0	0
ASV494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	20	0	0	91	224	834	0	0	1	0	0	0	0	0	3	1	0	0	0	2	1	2	1	0	1	2	0	0	1	0	2	0	0	8	3	3	3	0	61	0	0	8	0	4	0	0	0	0	8	41	0	0	0	11	0	1	1	1	0	4	3	1	9	0	1	0	13	0	4	0
ASV495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	701	0	0	0	0	124	0	0	0	0	1541	22	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV496	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	1	0	0	0	6	4	0	54	0	0	0	0	0	2	0	0	4	0	0	3	216	0	0	0	0	0	9	0	0	0	3	0	3	0	6	1	0	0	0	0	0	0	0	0	17	195	120	0	0	0	48	0	11	0	0	0	0	559	1	1	0	0	0	1	5	0	14	0	0	0	0	0	24	0	5
ASV497	0	0	0	0	0	0	0	10	0	4	4	0	0	0	1	0	2	5	2	0	0	0	0	0	0	0	2	8	1	1	1	2	0	0	0	0	2	0	17	1	535	377	2	0	1	4	0	1	0	0	1	5	0	0	351	0	0	0	0	1	1	7	0	4	1	0	10	0	2	0	6	1	1	3	5	4	18	14	12	0	4	2	4	1	1	2	6	0	0	7	2
ASV498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326
ASV499	0	0	0	0	0	0	0	5	0	6	0	0	1	0	0	0	1	8	1	1	1	2	0	4	0	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	528	357	0	0	1	3	0	0	2	0	4	0	1	0	394	0	1	0	0	0	0	5	0	0	3	0	10	1	0	0	1	0	0	1	7	6	5	5	7	0	6	2	4	2	2	7	12	3	1	7	0
ASV500	0	0	0	0	0	0	0	0	119	0	0	106	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	34	2	0	0	0	0	4	194	0	0	0	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV501	0	0	0	0	0	0	0	0	0	0	0	1231	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	6	2	0	0	0	49	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9
ASV502	0	0	0	0	0	0	0	0	0	19	0	10	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	186	0	0	0	0	0	0	0	0	0	0	1161	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV503	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	27	0	12	0	0	0	0	0	52	0	0	104	3	0	3	28	0	0	52	0	0	0	95	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	12	649	23	0	0	0	0	0	205	0	0	0	57	18	2	3	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0
ASV504	0	0	0	0	0	0	0	2	17	0	1	2	1	6	1	0	6	13	1	0	25	12	0	0	0	0	0	0	5	24	3	0	29	3	0	1	2	0	0	17	12	4	64	10	0	1	91	0	9	0	35	1	183	1	3	0	0	0	3	1	41	4	33	6	0	0	0	5	6	6	6	0	104	272	0	0	3	1	31	0	108	0	81	0	0	0	0	24	87	27	0
ASV505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV506	0	0	0	0	0	0	0	5	38	1	0	0	10	2	69	4	0	0	6	59	0	21	11	12	8	17	7	3	27	112	2	142	11	8	4	48	40	4	0	2	62	40	13	9	0	57	0	2	3	6	12	23	9	81	34	5	10	24	8	0	11	67	3	32	39	0	3	12	0	21	2	16	35	15	9	231	14	12	13	0	16	3	14	1	55	13	3	14	0	8	75
ASV507	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	3	2	0	0	6	0	3	3	0	2	0	0	0	85	0	0	11	10	0	0	40	0	0	13	3	3	5	4	0	0	9	0	0	0	5	0	0	0	3	0	1	0	0	0	46	1	433	0	0	0	50	0	0	0	10	0	0	44	0	0	0	0	0	0	17	0	11	0	0	0	0	0	28	1	556
ASV508	0	0	0	0	0	0	0	0	102	0	0	117	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	35	1	0	0	0	0	1	200	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV509	0	0	0	0	0	0	0	264	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	8	0	2	1	5	1	0	0	2	0	0	0	0	23	0	0	0	0	0	0	1	0	0	30	6	263	283	0	0	1	0	0	1	397	0	0	0	0	0	1
ASV510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	20	1	3	0	0	0	0	0	0	0	0	0	306	0	0	0	26	0	0	1	0	4	0	0	0	0	0	0	116	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	41	0	0
ASV511	0	0	0	0	0	0	0	225	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	2	1	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	31	4	278	279	0	0	0	0	0	0	437	0	0	0	0	0	1
ASV512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	43	0	0	41	0	0	1	0	0	51	1	0	0	39	0	3	0	31	0	0	0	0	0	0	0	0	0	140	3	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	13	0	16	0	55	0	0	0	0	3	2	14	866
ASV513	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	16	0	5	42	0	0	0	0	0	3	0	0	4	16	0	3	183	0	0	0	2	0	6	2	0	0	8	0	0	0	4	0	23	0	0	0	0	0	0	0	542	0	0	0	0	6	0	0	40	0	74	0	0	237	0	1	0	0	0	0	27	0	7	0	0	0	0	5	48	1	0
ASV514	0	0	0	0	0	0	0	0	0	13	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	188	0	0	0	0	1	0	0	0	0	0	1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV515	0	0	0	0	0	0	0	0	37	4	0	4	11	11	14	0	3	0	0	0	0	183	0	0	0	0	0	0	0	265	0	1	55	0	0	1	0	0	8	0	0	0	0	0	17	0	1	0	32	1	0	0	0	0	0	0	0	5	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	10	0	0	4	0	0	0	0
ASV516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1041	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV517	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	7	0	0	0	27	0	0	64	213	743	0	0	0	0	0	0	0	0	4	0	3	0	1	11	2	0	2	1	1	4	0	0	1	0	2	0	1	1	2	3	2	0	51	0	0	5	0	5	0	0	0	0	5	25	0	1	0	4	0	1	0	1	0	4	5	0	5	1	0	0	16	0	5	1
ASV518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	30	2	0	0	0	0	8	0	0	0	0	0	12	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV519	0	0	0	0	0	0	0	21	33	0	6	18	23	16	0	2	26	27	13	3	44	23	31	0	0	2	0	0	3	13	0	22	1	20	9	15	11	3	9	14	1	1	58	10	0	1	6	1	35	2	47	3	25	1	1	2	2	6	9	43	37	106	12	2	2	0	84	1	0	0	40	1	38	5	4	0	17	19	48	3	24	2	100	3	0	0	0	44	7	34	40
ASV520	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV521	0	0	0	0	0	0	0	2	16	0	0	2	0	8	0	1	4	23	2	0	34	7	4	0	0	0	0	0	6	16	2	0	14	0	1	1	0	0	0	24	11	3	51	2	1	1	94	0	3	0	29	0	204	2	5	0	0	0	1	2	24	3	29	16	0	0	0	5	7	2	4	1	116	268	0	0	0	0	25	0	105	0	57	0	0	0	0	14	68	19	0
ASV522	0	0	0	0	0	0	0	0	0	0	0	10	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	7	2	123	0	0	0	0	0	0	3	76	1	9	7	2	4	14	0	0	0	72	0	13	0	468	102	1	0	60	0	1	0	0	2	0	0	0	0	6	0	75	0	122	0	0	12	0	168	0	1	0
ASV523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	7	563	353	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	2	0	0	8	37	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	952	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	17	0	0	158	0	0	0	0	0	0	0	0	0	0	109	0
ASV525	0	0	0	0	0	0	0	0	0	0	0	1114	0	0	1	0	1	0	1	0	6	2	0	0	0	0	0	0	1	11	0	0	2	1	0	0	64	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	8	1	1	0	0	42	0	1	1	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10
ASV526	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	225	0	0	1	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	38	6	0	0	0	0	2	0	0	0	0	0	7	0	993	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1229
ASV529	0	0	0	0	0	0	0	12	40	2	3	28	10	12	1	6	16	44	26	5	36	30	35	5	0	2	0	0	5	15	1	13	4	20	6	13	6	1	2	19	7	2	43	8	2	3	7	0	38	1	35	6	69	2	1	2	3	1	9	40	43	99	11	3	0	0	70	1	0	0	58	0	42	1	7	1	7	12	42	7	45	0	93	4	1	0	0	44	2	29	31
ASV530	0	0	0	0	0	0	0	1	0	5	0	0	5	1	0	0	0	31	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	419	202	107	0	0	0	0	0	0	0	69	0	0	0	167	0	0	0	0	0	36	0	0	0	0	0	0	49	0	0	0	0	0	0	0	1	0	0	46	0	0	2	150	0	0	1	0	1	0	21	0
ASV531	0	0	0	0	0	0	0	49	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	286	172	0	0	0	0	0	0	0	0	0	0	0	247	215	0	12	71	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	57	55	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV532	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	2	1	1	0	0	0	1	0	1	0	0	25	0	0	0	0	0	0	0	0	0	30	4	253	250	0	0	0	0	0	0	352	0	0	0	0	0	1
ASV533	0	0	0	0	0	0	0	3	6	0	0	29	2	0	0	0	0	41	0	0	0	51	1	0	0	1	0	0	0	26	0	0	4	0	0	25	5	0	4	32	4	0	9	133	0	0	12	0	0	0	9	0	3	15	3	1	0	3	0	237	52	628	3	40	0	8	0	0	76	0	0	0	377	2	1	1	4	0	50	43	4	15	12	0	0	0	0	147	0	42	2
ASV534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	0	4	0	0	0	0	0	0	0	0	0	307	0	0	0	30	0	0	4	0	4	0	0	0	0	0	0	118	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	35	0	0
ASV535	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	9	0	0	0	13	1	9	0	0	4	0	0	0	0	0	0	0	23	1	0	12	0	0	0	7	2	36	1	0	0	192	0	1	1	24	2	0	0	5	0	0	0	0	0	61	0	7	0	0	0	307	0	0	0	42	0	0	0	0	0	0	3	5	0	15	0	53	0	0	0	0	4	4	0	421
